Exercice_number,Category_number,Used_pattern
266,0,"[3, 2, 5, 6, 7, 9, 11]"
266,1,"[5, 4, 2]"
266,2,"[5, 6, 4, 11]"
266,3,[3]
266,4,[2]
266,5,"[2, 3]"
266,6,"[8, 20]"
267,0,"[1, 3, 6, 5, 8, 10, 12]"
267,1,"[5, 4, 6]"
267,2,"[2, 7, 6, 11]"
267,3,[1]
267,4,[7]
267,5,"[2, 3]"
267,6,"[15, 8]"
268,0,"[3, 2, 6, 5, 7, 9, 11]"
268,1,"[1, 4, 3]"
268,2,"[7, 8, 2, 13]"
268,3,[4]
268,4,[4]
268,5,"[2, 1]"
268,6,"[20, 11]"
269,0,"[1, 4, 5, 6, 8, 9, 12]"
269,1,"[2, 3, 1]"
269,2,"[4, 3, 5, 12]"
269,3,[3]
269,4,[7]
269,5,"[3, 4]"
269,6,"[8, 4]"
270,0,"[3, 1, 6, 5, 7, 9, 11]"
270,1,"[1, 5, 3]"
270,2,"[6, 4, 2, 10]"
270,3,[2]
270,4,[1]
270,5,"[4, 2]"
270,6,"[9, 4]"
271,0,"[4, 2, 6, 5, 7, 10, 12]"
271,1,"[2, 4, 1]"
271,2,"[3, 2, 1, 9]"
271,3,[4]
271,4,[3]
271,5,"[3, 4]"
271,6,"[15, 1]"
272,0,"[3, 2, 6, 5, 7, 9, 11]"
272,1,"[4, 1, 3]"
272,2,"[2, 6, 7, 9]"
272,3,[2]
272,4,[3]
272,5,"[2, 5]"
272,6,"[9, 8]"
273,0,"[3, 1, 6, 5, 8, 10, 12]"
273,1,"[3, 1, 6]"
273,2,"[5, 4, 1, 13]"
273,3,[4]
273,4,[7]
273,5,"[4, 2]"
273,6,"[9, 1]"
274,0,"[1, 2, 5, 6, 8, 9, 11]"
274,1,"[6, 1, 2]"
274,2,"[6, 5, 1, 13]"
274,3,[4]
274,4,[6]
274,5,"[1, 5]"
274,6,"[15, 1]"
275,0,"[2, 1, 5, 6, 8, 9, 11]"
275,1,"[3, 2, 5]"
275,2,"[1, 4, 6, 9]"
275,3,[3]
275,4,[7]
275,5,"[3, 4]"
275,6,"[8, 16]"
276,0,"[2, 1, 6, 5, 8, 10, 12]"
276,1,"[5, 1, 4]"
276,2,"[2, 7, 4, 11]"
276,3,[3]
276,4,[4]
276,5,"[3, 2]"
276,6,"[8, 11]"
277,0,"[2, 3, 6, 5, 7, 9, 12]"
277,1,"[1, 4, 6]"
277,2,"[7, 1, 4, 11]"
277,3,[4]
277,4,[7]
277,5,"[2, 4]"
277,6,"[15, 2]"
278,0,"[3, 4, 5, 6, 8, 9, 11]"
278,1,"[3, 1, 4]"
278,2,"[7, 5, 4, 13]"
278,3,[3]
278,4,[3]
278,5,"[4, 2]"
278,6,"[9, 21]"
279,0,"[3, 2, 6, 5, 8, 9, 12]"
279,1,"[2, 6, 3]"
279,2,"[4, 5, 3, 11]"
279,3,[2]
279,4,[3]
279,5,"[1, 2]"
279,6,"[20, 8]"
280,0,"[1, 3, 5, 6, 8, 9, 12]"
280,1,"[4, 2, 5]"
280,2,"[1, 3, 8, 9]"
280,3,[1]
280,4,[7]
280,5,"[4, 1]"
280,6,"[5, 4]"
281,0,"[3, 4, 5, 6, 7, 10, 12]"
281,1,"[1, 3, 2]"
281,2,"[6, 1, 2, 12]"
281,3,[3]
281,4,[4]
281,5,"[1, 4]"
281,6,"[21, 5]"
282,0,"[2, 4, 6, 5, 8, 9, 12]"
282,1,"[5, 6, 3]"
282,2,"[8, 2, 6, 10]"
282,3,[1]
282,4,[1]
282,5,"[4, 1]"
282,6,"[2, 11]"
283,0,"[4, 3, 5, 6, 7, 10, 11]"
283,1,"[1, 4, 2]"
283,2,"[7, 1, 6, 13]"
283,3,[1]
283,4,[5]
283,5,"[3, 1]"
283,6,"[7, 15]"
284,0,"[4, 1, 6, 5, 8, 9, 12]"
284,1,"[3, 4, 5]"
284,2,"[1, 7, 3, 12]"
284,3,[3]
284,4,[6]
284,5,"[4, 3]"
284,6,"[21, 20]"
285,0,"[2, 3, 5, 6, 8, 10, 12]"
285,1,"[6, 2, 5]"
285,2,"[5, 3, 1, 13]"
285,3,[3]
285,4,[7]
285,5,"[2, 5]"
285,6,"[16, 8]"
286,0,"[2, 3, 5, 6, 7, 10, 11]"
286,1,"[6, 5, 3]"
286,2,"[3, 2, 6, 9]"
286,3,[4]
286,4,[6]
286,5,"[3, 1]"
286,6,"[2, 15]"
287,0,"[1, 2, 5, 6, 8, 10, 11]"
287,1,"[6, 3, 5]"
287,2,"[6, 3, 4, 9]"
287,3,[1]
287,4,[1]
287,5,"[2, 3]"
287,6,"[16, 9]"
288,0,"[3, 2, 6, 5, 8, 9, 11]"
288,1,"[2, 6, 3]"
288,2,"[8, 2, 1, 11]"
288,3,[2]
288,4,[6]
288,5,"[1, 5]"
288,6,"[8, 16]"
289,0,"[4, 1, 5, 6, 7, 9, 12]"
289,1,"[1, 2, 5]"
289,2,"[2, 7, 6, 10]"
289,3,[3]
289,4,[7]
289,5,"[3, 4]"
289,6,"[1, 9]"
290,0,"[1, 3, 5, 6, 7, 9, 11]"
290,1,"[1, 4, 3]"
290,2,"[4, 5, 8, 9]"
290,3,[3]
290,4,[1]
290,5,"[1, 4]"
290,6,"[5, 9]"
291,0,"[1, 2, 6, 5, 8, 9, 11]"
291,1,"[1, 3, 2]"
291,2,"[4, 6, 2, 11]"
291,3,[2]
291,4,[7]
291,5,"[5, 1]"
291,6,"[16, 2]"
292,0,"[1, 2, 6, 5, 8, 10, 12]"
292,1,"[4, 2, 1]"
292,2,"[7, 6, 5, 9]"
292,3,[1]
292,4,[1]
292,5,"[4, 2]"
292,6,"[21, 8]"
293,0,"[4, 3, 6, 5, 8, 10, 12]"
293,1,"[1, 2, 5]"
293,2,"[4, 5, 7, 13]"
293,3,[1]
293,4,[1]
293,5,"[5, 1]"
293,6,"[10, 2]"
294,0,"[3, 4, 5, 6, 8, 10, 12]"
294,1,"[6, 1, 2]"
294,2,"[6, 5, 8, 11]"
294,3,[1]
294,4,[6]
294,5,"[1, 4]"
294,6,"[10, 4]"
295,0,"[3, 4, 5, 6, 8, 10, 12]"
295,1,"[6, 1, 3]"
295,2,"[4, 8, 1, 9]"
295,3,[2]
295,4,[3]
295,5,"[2, 3]"
295,6,"[1, 15]"
296,0,"[4, 2, 6, 5, 8, 9, 12]"
296,1,"[2, 6, 1]"
296,2,"[6, 2, 5, 9]"
296,3,[4]
296,4,[1]
296,5,"[1, 3]"
296,6,"[7, 1]"
297,0,"[1, 2, 5, 6, 7, 9, 11]"
297,1,"[1, 4, 2]"
297,2,"[7, 4, 2, 12]"
297,3,[2]
297,4,[1]
297,5,"[4, 5]"
297,6,"[6, 11]"
298,0,"[2, 3, 5, 6, 8, 9, 11]"
298,1,"[2, 6, 1]"
298,2,"[3, 1, 5, 9]"
298,3,[4]
298,4,[4]
298,5,"[3, 1]"
298,6,"[7, 8]"
299,0,"[3, 1, 6, 5, 8, 9, 11]"
299,1,"[4, 2, 3]"
299,2,"[6, 5, 4, 12]"
299,3,[2]
299,4,[2]
299,5,"[1, 5]"
299,6,"[2, 7]"
300,0,"[3, 1, 5, 6, 7, 10, 12]"
300,1,"[1, 3, 2]"
300,2,"[1, 6, 5, 11]"
300,3,[1]
300,4,[7]
300,5,"[1, 4]"
300,6,"[11, 2]"
301,0,"[4, 2, 5, 6, 7, 9, 12]"
301,1,"[3, 1, 2]"
301,2,"[2, 4, 8, 11]"
301,3,[1]
301,4,[3]
301,5,"[1, 5]"
301,6,"[8, 16]"
302,0,"[3, 4, 6, 5, 8, 9, 12]"
302,1,"[3, 2, 4]"
302,2,"[3, 1, 8, 11]"
302,3,[3]
302,4,[2]
302,5,"[4, 3]"
302,6,"[7, 15]"
303,0,"[4, 3, 6, 5, 8, 10, 11]"
303,1,"[5, 2, 1]"
303,2,"[6, 7, 1, 12]"
303,3,[3]
303,4,[4]
303,5,"[2, 1]"
303,6,"[10, 11]"
304,0,"[2, 1, 6, 5, 8, 9, 11]"
304,1,"[2, 5, 3]"
304,2,"[1, 8, 4, 12]"
304,3,[4]
304,4,[7]
304,5,"[5, 2]"
304,6,"[15, 1]"
305,0,"[1, 2, 5, 6, 8, 10, 11]"
305,1,"[5, 4, 2]"
305,2,"[5, 8, 1, 13]"
305,3,[1]
305,4,[6]
305,5,"[4, 1]"
305,6,"[5, 2]"
306,0,"[4, 2, 5, 6, 7, 9, 12]"
306,1,"[1, 3, 6]"
306,2,"[4, 6, 2, 13]"
306,3,[2]
306,4,[3]
306,5,"[1, 5]"
306,6,"[10, 9]"
307,0,"[4, 2, 5, 6, 8, 10, 11]"
307,1,"[6, 2, 5]"
307,2,"[1, 6, 8, 10]"
307,3,[2]
307,4,[3]
307,5,"[4, 5]"
307,6,"[2, 10]"
308,0,"[4, 2, 6, 5, 7, 9, 11]"
308,1,"[6, 3, 5]"
308,2,"[7, 4, 8, 10]"
308,3,[4]
308,4,[2]
308,5,"[1, 4]"
308,6,"[9, 11]"
309,0,"[4, 1, 6, 5, 8, 9, 11]"
309,1,"[2, 5, 3]"
309,2,"[7, 2, 4, 11]"
309,3,[2]
309,4,[1]
309,5,"[5, 2]"
309,6,"[11, 7]"
310,0,"[2, 1, 5, 6, 7, 10, 11]"
310,1,"[6, 5, 2]"
310,2,"[5, 6, 4, 9]"
310,3,[2]
310,4,[1]
310,5,"[2, 4]"
310,6,"[15, 11]"
311,0,"[4, 2, 5, 6, 8, 9, 12]"
311,1,"[2, 4, 3]"
311,2,"[5, 3, 1, 9]"
311,3,[3]
311,4,[3]
311,5,"[3, 4]"
311,6,"[10, 9]"
312,0,"[2, 1, 6, 5, 7, 10, 11]"
312,1,"[1, 2, 3]"
312,2,"[5, 6, 7, 10]"
312,3,[4]
312,4,[6]
312,5,"[4, 2]"
312,6,"[10, 15]"
313,0,"[3, 1, 5, 6, 8, 10, 12]"
313,1,"[2, 3, 4]"
313,2,"[4, 6, 5, 12]"
313,3,[3]
313,4,[2]
313,5,"[1, 4]"
313,6,"[9, 10]"
314,0,"[2, 4, 5, 6, 8, 10, 11]"
314,1,"[1, 4, 5]"
314,2,"[3, 5, 1, 12]"
314,3,[3]
314,4,[2]
314,5,"[3, 5]"
314,6,"[21, 6]"
315,0,"[1, 3, 5, 6, 8, 9, 11]"
315,1,"[1, 2, 4]"
315,2,"[6, 1, 3, 10]"
315,3,[1]
315,4,[5]
315,5,"[2, 1]"
315,6,"[11, 16]"
316,0,"[4, 3, 6, 5, 8, 10, 11]"
316,1,"[1, 2, 4]"
316,2,"[3, 1, 2, 10]"
316,3,[1]
316,4,[4]
316,5,"[2, 5]"
316,6,"[16, 9]"
317,0,"[1, 3, 5, 6, 7, 9, 12]"
317,1,"[1, 6, 5]"
317,2,"[6, 3, 4, 11]"
317,3,[1]
317,4,[6]
317,5,"[3, 1]"
317,6,"[16, 8]"
318,0,"[4, 1, 6, 5, 8, 9, 12]"
318,1,"[4, 3, 2]"
318,2,"[5, 1, 7, 9]"
318,3,[4]
318,4,[3]
318,5,"[2, 4]"
318,6,"[5, 10]"
319,0,"[4, 3, 5, 6, 8, 9, 12]"
319,1,"[5, 1, 2]"
319,2,"[1, 6, 8, 10]"
319,3,[2]
319,4,[1]
319,5,"[3, 4]"
319,6,"[11, 15]"
320,0,"[2, 4, 5, 6, 7, 9, 12]"
320,1,"[2, 6, 4]"
320,2,"[5, 4, 3, 13]"
320,3,[3]
320,4,[1]
320,5,"[3, 2]"
320,6,"[11, 21]"
321,0,"[4, 2, 5, 6, 8, 9, 12]"
321,1,"[1, 5, 2]"
321,2,"[3, 7, 8, 13]"
321,3,[4]
321,4,[6]
321,5,"[1, 5]"
321,6,"[20, 11]"
322,0,"[3, 1, 5, 6, 8, 10, 11]"
322,1,"[4, 2, 6]"
322,2,"[1, 5, 8, 13]"
322,3,[2]
322,4,[6]
322,5,"[5, 3]"
322,6,"[7, 6]"
323,0,"[4, 2, 6, 5, 7, 10, 11]"
323,1,"[4, 3, 5]"
323,2,"[4, 1, 7, 13]"
323,3,[3]
323,4,[1]
323,5,"[2, 5]"
323,6,"[11, 1]"
324,0,"[3, 4, 6, 5, 7, 10, 12]"
324,1,"[1, 4, 3]"
324,2,"[3, 4, 2, 9]"
324,3,[2]
324,4,[7]
324,5,"[4, 5]"
324,6,"[2, 10]"
325,0,"[1, 4, 6, 5, 8, 10, 11]"
325,1,"[2, 5, 6]"
325,2,"[7, 3, 6, 11]"
325,3,[4]
325,4,[7]
325,5,"[3, 1]"
325,6,"[2, 1]"
326,0,"[4, 1, 6, 5, 7, 10, 12]"
326,1,"[4, 3, 1]"
326,2,"[7, 2, 6, 11]"
326,3,[1]
326,4,[1]
326,5,"[2, 3]"
326,6,"[8, 7]"
327,0,"[2, 1, 5, 6, 8, 10, 11]"
327,1,"[3, 5, 6]"
327,2,"[1, 7, 6, 9]"
327,3,[3]
327,4,[4]
327,5,"[3, 4]"
327,6,"[8, 10]"
328,0,"[4, 3, 6, 5, 8, 10, 11]"
328,1,"[3, 2, 6]"
328,2,"[7, 2, 8, 13]"
328,3,[1]
328,4,[5]
328,5,"[4, 1]"
328,6,"[21, 16]"
329,0,"[4, 2, 5, 6, 7, 10, 11]"
329,1,"[1, 6, 2]"
329,2,"[6, 7, 1, 10]"
329,3,[1]
329,4,[4]
329,5,"[2, 3]"
329,6,"[1, 5]"
330,0,"[4, 1, 6, 5, 7, 9, 12]"
330,1,"[4, 6, 2]"
330,2,"[6, 1, 8, 10]"
330,3,[3]
330,4,[4]
330,5,"[3, 4]"
330,6,"[15, 7]"
331,0,"[2, 1, 6, 5, 7, 10, 11]"
331,1,"[1, 2, 5]"
331,2,"[1, 5, 6, 9]"
331,3,[1]
331,4,[5]
331,5,"[5, 4]"
331,6,"[5, 2]"
332,0,"[3, 2, 6, 5, 7, 9, 12]"
332,1,"[3, 6, 1]"
332,2,"[2, 8, 1, 11]"
332,3,[2]
332,4,[3]
332,5,"[2, 3]"
332,6,"[4, 20]"
333,0,"[3, 1, 6, 5, 7, 9, 12]"
333,1,"[4, 3, 5]"
333,2,"[7, 2, 8, 12]"
333,3,[4]
333,4,[6]
333,5,"[3, 4]"
333,6,"[6, 8]"
334,0,"[1, 3, 6, 5, 7, 9, 12]"
334,1,"[3, 1, 6]"
334,2,"[3, 8, 6, 9]"
334,3,[4]
334,4,[6]
334,5,"[5, 3]"
334,6,"[15, 1]"
335,0,"[2, 4, 6, 5, 8, 10, 12]"
335,1,"[4, 2, 3]"
335,2,"[6, 1, 8, 11]"
335,3,[3]
335,4,[2]
335,5,"[2, 4]"
335,6,"[9, 8]"
336,0,"[4, 1, 6, 5, 8, 9, 11]"
336,1,"[1, 5, 3]"
336,2,"[5, 3, 4, 10]"
336,3,[2]
336,4,[3]
336,5,"[1, 3]"
336,6,"[7, 8]"
337,0,"[4, 2, 6, 5, 7, 9, 11]"
337,1,"[6, 2, 4]"
337,2,"[4, 6, 1, 11]"
337,3,[1]
337,4,[1]
337,5,"[3, 5]"
337,6,"[11, 7]"
338,0,"[1, 3, 6, 5, 8, 10, 11]"
338,1,"[6, 3, 1]"
338,2,"[3, 7, 5, 9]"
338,3,[2]
338,4,[1]
338,5,"[4, 2]"
338,6,"[6, 8]"
339,0,"[2, 1, 5, 6, 8, 9, 11]"
339,1,"[5, 4, 1]"
339,2,"[8, 3, 1, 9]"
339,3,[4]
339,4,[2]
339,5,"[2, 4]"
339,6,"[6, 5]"
340,0,"[4, 3, 6, 5, 8, 10, 11]"
340,1,"[2, 3, 1]"
340,2,"[4, 8, 3, 13]"
340,3,[3]
340,4,[2]
340,5,"[2, 5]"
340,6,"[9, 10]"
341,0,"[3, 1, 6, 5, 8, 9, 12]"
341,1,"[6, 2, 1]"
341,2,"[8, 2, 6, 12]"
341,3,[3]
341,4,[3]
341,5,"[4, 2]"
341,6,"[7, 2]"
342,0,"[3, 2, 5, 6, 7, 10, 12]"
342,1,"[5, 1, 3]"
342,2,"[2, 5, 3, 11]"
342,3,[3]
342,4,[4]
342,5,"[3, 5]"
342,6,"[16, 9]"
343,0,"[4, 3, 6, 5, 8, 10, 11]"
343,1,"[1, 5, 4]"
343,2,"[5, 3, 8, 9]"
343,3,[4]
343,4,[7]
343,5,"[3, 5]"
343,6,"[5, 2]"
344,0,"[1, 4, 5, 6, 7, 10, 12]"
344,1,"[5, 4, 3]"
344,2,"[7, 2, 3, 11]"
344,3,[3]
344,4,[7]
344,5,"[1, 2]"
344,6,"[5, 4]"
345,0,"[3, 4, 5, 6, 8, 9, 12]"
345,1,"[3, 2, 4]"
345,2,"[5, 8, 6, 10]"
345,3,[4]
345,4,[3]
345,5,"[3, 4]"
345,6,"[2, 7]"
346,0,"[4, 3, 6, 5, 7, 10, 11]"
346,1,"[2, 1, 4]"
346,2,"[1, 5, 8, 13]"
346,3,[1]
346,4,[1]
346,5,"[4, 5]"
346,6,"[8, 10]"
347,0,"[4, 2, 6, 5, 7, 9, 12]"
347,1,"[4, 5, 6]"
347,2,"[7, 3, 8, 10]"
347,3,[4]
347,4,[6]
347,5,"[5, 3]"
347,6,"[11, 2]"
348,0,"[2, 4, 5, 6, 8, 10, 12]"
348,1,"[3, 5, 1]"
348,2,"[5, 6, 3, 11]"
348,3,[4]
348,4,[3]
348,5,"[3, 2]"
348,6,"[5, 21]"
349,0,"[4, 1, 5, 6, 7, 9, 12]"
349,1,"[4, 3, 1]"
349,2,"[3, 2, 5, 9]"
349,3,[4]
349,4,[1]
349,5,"[2, 3]"
349,6,"[2, 11]"
350,0,"[3, 2, 5, 6, 7, 9, 12]"
350,1,"[6, 5, 3]"
350,2,"[6, 2, 4, 11]"
350,3,[4]
350,4,[3]
350,5,"[3, 2]"
350,6,"[16, 1]"
351,0,"[2, 1, 6, 5, 8, 9, 11]"
351,1,"[6, 4, 3]"
351,2,"[3, 4, 5, 9]"
351,3,[2]
351,4,[6]
351,5,"[3, 4]"
351,6,"[7, 16]"
352,0,"[1, 2, 6, 5, 8, 9, 12]"
352,1,"[2, 1, 6]"
352,2,"[7, 8, 4, 10]"
352,3,[2]
352,4,[6]
352,5,"[4, 2]"
352,6,"[9, 11]"
353,0,"[1, 3, 6, 5, 7, 10, 11]"
353,1,"[4, 1, 6]"
353,2,"[1, 3, 2, 10]"
353,3,[2]
353,4,[1]
353,5,"[4, 2]"
353,6,"[11, 5]"
354,0,"[1, 4, 6, 5, 8, 9, 11]"
354,1,"[4, 6, 3]"
354,2,"[7, 3, 6, 10]"
354,3,[3]
354,4,[6]
354,5,"[5, 4]"
354,6,"[1, 2]"
355,0,"[1, 2, 6, 5, 8, 10, 11]"
355,1,"[4, 5, 3]"
355,2,"[7, 1, 2, 11]"
355,3,[2]
355,4,[4]
355,5,"[1, 2]"
355,6,"[1, 11]"
356,0,"[2, 1, 6, 5, 8, 10, 12]"
356,1,"[6, 5, 2]"
356,2,"[6, 5, 2, 11]"
356,3,[1]
356,4,[5]
356,5,"[5, 4]"
356,6,"[9, 16]"
357,0,"[1, 3, 6, 5, 7, 10, 11]"
357,1,"[4, 3, 2]"
357,2,"[6, 1, 3, 9]"
357,3,[4]
357,4,[2]
357,5,"[5, 4]"
357,6,"[15, 8]"
358,0,"[4, 2, 5, 6, 8, 9, 12]"
358,1,"[1, 2, 5]"
358,2,"[4, 8, 7, 13]"
358,3,[2]
358,4,[7]
358,5,"[4, 3]"
358,6,"[8, 1]"
359,0,"[1, 3, 5, 6, 8, 9, 11]"
359,1,"[3, 5, 1]"
359,2,"[5, 1, 4, 11]"
359,3,[4]
359,4,[3]
359,5,"[2, 1]"
359,6,"[9, 8]"
360,0,"[4, 3, 5, 6, 7, 9, 11]"
360,1,"[6, 2, 4]"
360,2,"[5, 7, 2, 11]"
360,3,[4]
360,4,[6]
360,5,"[2, 4]"
360,6,"[11, 1]"
361,0,"[3, 2, 5, 6, 7, 10, 11]"
361,1,"[4, 2, 1]"
361,2,"[1, 5, 4, 9]"
361,3,[2]
361,4,[2]
361,5,"[3, 1]"
361,6,"[7, 15]"
362,0,"[2, 4, 6, 5, 7, 9, 11]"
362,1,"[2, 3, 5]"
362,2,"[3, 5, 4, 13]"
362,3,[2]
362,4,[6]
362,5,"[2, 3]"
362,6,"[20, 15]"
363,0,"[2, 1, 5, 6, 8, 10, 11]"
363,1,"[5, 1, 2]"
363,2,"[2, 8, 6, 10]"
363,3,[4]
363,4,[1]
363,5,"[3, 1]"
363,6,"[2, 7]"
364,0,"[2, 3, 5, 6, 8, 9, 11]"
364,1,"[1, 4, 6]"
364,2,"[5, 4, 1, 11]"
364,3,[2]
364,4,[7]
364,5,"[3, 1]"
364,6,"[21, 7]"
365,0,"[2, 1, 6, 5, 7, 9, 11]"
365,1,"[3, 5, 4]"
365,2,"[6, 1, 8, 11]"
365,3,[1]
365,4,[1]
365,5,"[2, 1]"
365,6,"[8, 16]"
366,0,"[4, 1, 5, 6, 8, 10, 12]"
366,1,"[2, 4, 1]"
366,2,"[3, 5, 7, 10]"
366,3,[4]
366,4,[4]
366,5,"[2, 3]"
366,6,"[4, 5]"
367,0,"[4, 2, 6, 5, 8, 9, 12]"
367,1,"[1, 6, 5]"
367,2,"[1, 4, 2, 9]"
367,3,[4]
367,4,[7]
367,5,"[1, 4]"
367,6,"[5, 9]"
368,0,"[2, 1, 6, 5, 8, 10, 11]"
368,1,"[5, 1, 2]"
368,2,"[1, 5, 2, 9]"
368,3,[4]
368,4,[4]
368,5,"[5, 3]"
368,6,"[20, 2]"
369,0,"[4, 1, 6, 5, 8, 10, 11]"
369,1,"[3, 2, 5]"
369,2,"[5, 3, 7, 11]"
369,3,[4]
369,4,[7]
369,5,"[3, 1]"
369,6,"[11, 15]"
370,0,"[3, 2, 6, 5, 8, 10, 12]"
370,1,"[5, 6, 4]"
370,2,"[7, 4, 8, 11]"
370,3,[4]
370,4,[5]
370,5,"[3, 5]"
370,6,"[4, 1]"
371,0,"[4, 1, 6, 5, 7, 9, 12]"
371,1,"[1, 2, 4]"
371,2,"[5, 8, 6, 9]"
371,3,[1]
371,4,[1]
371,5,"[4, 5]"
371,6,"[20, 16]"
372,0,"[4, 1, 6, 5, 8, 9, 12]"
372,1,"[4, 5, 2]"
372,2,"[4, 7, 3, 11]"
372,3,[3]
372,4,[5]
372,5,"[1, 5]"
372,6,"[9, 2]"
373,0,"[3, 4, 6, 5, 7, 10, 12]"
373,1,"[1, 6, 4]"
373,2,"[6, 2, 8, 12]"
373,3,[4]
373,4,[2]
373,5,"[5, 2]"
373,6,"[4, 16]"
374,0,"[2, 3, 5, 6, 7, 10, 12]"
374,1,"[1, 4, 3]"
374,2,"[6, 3, 2, 9]"
374,3,[3]
374,4,[7]
374,5,"[2, 3]"
374,6,"[8, 11]"
375,0,"[2, 4, 6, 5, 8, 10, 12]"
375,1,"[1, 3, 5]"
375,2,"[6, 7, 8, 11]"
375,3,[1]
375,4,[6]
375,5,"[2, 4]"
375,6,"[11, 8]"
376,0,"[3, 4, 6, 5, 7, 10, 12]"
376,1,"[3, 5, 6]"
376,2,"[3, 7, 6, 9]"
376,3,[4]
376,4,[3]
376,5,"[3, 1]"
376,6,"[5, 15]"
377,0,"[2, 4, 6, 5, 8, 9, 12]"
377,1,"[1, 2, 4]"
377,2,"[7, 3, 5, 9]"
377,3,[3]
377,4,[7]
377,5,"[3, 2]"
377,6,"[15, 11]"
378,0,"[2, 1, 5, 6, 8, 9, 11]"
378,1,"[1, 4, 2]"
378,2,"[8, 3, 1, 12]"
378,3,[1]
378,4,[2]
378,5,"[3, 5]"
378,6,"[8, 5]"
379,0,"[1, 3, 5, 6, 7, 9, 12]"
379,1,"[1, 6, 4]"
379,2,"[7, 6, 3, 10]"
379,3,[1]
379,4,[4]
379,5,"[3, 1]"
379,6,"[5, 10]"
380,0,"[3, 4, 6, 5, 8, 9, 12]"
380,1,"[1, 3, 2]"
380,2,"[1, 2, 3, 12]"
380,3,[2]
380,4,[1]
380,5,"[1, 4]"
380,6,"[1, 16]"
381,0,"[2, 3, 6, 5, 7, 10, 12]"
381,1,"[4, 6, 2]"
381,2,"[6, 2, 4, 12]"
381,3,[3]
381,4,[5]
381,5,"[3, 2]"
381,6,"[15, 7]"
382,0,"[3, 4, 6, 5, 8, 9, 11]"
382,1,"[2, 4, 5]"
382,2,"[2, 8, 6, 9]"
382,3,[1]
382,4,[3]
382,5,"[5, 1]"
382,6,"[16, 8]"
383,0,"[3, 4, 5, 6, 8, 9, 11]"
383,1,"[1, 5, 3]"
383,2,"[4, 7, 2, 12]"
383,3,[1]
383,4,[4]
383,5,"[5, 3]"
383,6,"[11, 5]"
384,0,"[4, 1, 5, 6, 8, 9, 12]"
384,1,"[1, 6, 3]"
384,2,"[5, 4, 7, 9]"
384,3,[4]
384,4,[7]
384,5,"[2, 1]"
384,6,"[5, 1]"
385,0,"[4, 1, 5, 6, 8, 10, 12]"
385,1,"[2, 4, 1]"
385,2,"[4, 2, 5, 12]"
385,3,[4]
385,4,[6]
385,5,"[1, 4]"
385,6,"[5, 2]"
386,0,"[4, 2, 5, 6, 7, 9, 12]"
386,1,"[3, 1, 2]"
386,2,"[6, 5, 1, 11]"
386,3,[2]
386,4,[6]
386,5,"[1, 5]"
386,6,"[7, 4]"
387,0,"[3, 2, 6, 5, 7, 10, 12]"
387,1,"[4, 1, 6]"
387,2,"[2, 8, 6, 10]"
387,3,[2]
387,4,[6]
387,5,"[3, 1]"
387,6,"[21, 4]"
388,0,"[4, 1, 6, 5, 8, 9, 11]"
388,1,"[4, 2, 5]"
388,2,"[4, 6, 3, 9]"
388,3,[1]
388,4,[3]
388,5,"[2, 1]"
388,6,"[16, 7]"
389,0,"[3, 4, 6, 5, 8, 10, 12]"
389,1,"[6, 2, 4]"
389,2,"[6, 2, 4, 10]"
389,3,[2]
389,4,[3]
389,5,"[3, 2]"
389,6,"[9, 21]"
390,0,"[4, 2, 5, 6, 7, 9, 12]"
390,1,"[4, 1, 3]"
390,2,"[1, 8, 2, 9]"
390,3,[1]
390,4,[3]
390,5,"[3, 1]"
390,6,"[10, 11]"
391,0,"[4, 3, 6, 5, 8, 9, 12]"
391,1,"[6, 2, 5]"
391,2,"[8, 2, 6, 11]"
391,3,[3]
391,4,[7]
391,5,"[1, 5]"
391,6,"[5, 8]"
392,0,"[2, 4, 5, 6, 7, 9, 12]"
392,1,"[2, 3, 6]"
392,2,"[8, 3, 2, 11]"
392,3,[2]
392,4,[3]
392,5,"[2, 4]"
392,6,"[1, 8]"
393,0,"[3, 4, 5, 6, 7, 9, 12]"
393,1,"[3, 5, 6]"
393,2,"[8, 2, 4, 11]"
393,3,[1]
393,4,[4]
393,5,"[2, 3]"
393,6,"[10, 2]"
394,0,"[4, 1, 6, 5, 7, 10, 12]"
394,1,"[6, 3, 5]"
394,2,"[2, 3, 4, 11]"
394,3,[2]
394,4,[4]
394,5,"[1, 2]"
394,6,"[15, 1]"
395,0,"[3, 2, 6, 5, 8, 9, 12]"
395,1,"[4, 3, 1]"
395,2,"[2, 8, 4, 9]"
395,3,[2]
395,4,[6]
395,5,"[1, 2]"
395,6,"[1, 16]"
396,0,"[4, 3, 5, 6, 7, 9, 12]"
396,1,"[4, 1, 5]"
396,2,"[5, 7, 4, 11]"
396,3,[1]
396,4,[4]
396,5,"[2, 5]"
396,6,"[7, 20]"
397,0,"[2, 1, 6, 5, 7, 9, 11]"
397,1,"[4, 1, 2]"
397,2,"[5, 3, 4, 10]"
397,3,[1]
397,4,[1]
397,5,"[1, 4]"
397,6,"[11, 4]"
398,0,"[3, 1, 6, 5, 8, 9, 12]"
398,1,"[3, 6, 2]"
398,2,"[4, 5, 1, 12]"
398,3,[1]
398,4,[3]
398,5,"[3, 5]"
398,6,"[15, 10]"
